workout_id,date,muscle_group,subgroup,exercise_name,set_number,reps,weight_lbs,set_volume
0,2026-05-19,back,lower_back,Good Morning,3,10,122.0,1220.0
0,2026-05-19,back,lats,Straight-Arm Pulldown,1,11,123.2,1355.2
0,2026-05-19,back,lats,Straight-Arm Pulldown,2,8,124.3,994.4
0,2026-05-19,back,lats,Straight-Arm Pulldown,3,6,124.4,746.4
0,2026-05-19,bicep,supinated,EZ Bar Curl,1,6,33.9,203.4
0,2026-05-19,bicep,supinated,EZ Bar Curl,2,11,30.5,335.5
0,2026-05-19,bicep,supinated,EZ Bar Curl,3,8,27.8,222.4
0,2026-05-19,bicep,supinated,EZ Bar Curl,4,7,32.2,225.4
0,2026-05-19,bicep,nuetral,Hammer Curl,1,10,29.9,299.0
0,2026-05-19,bicep,nuetral,Hammer Curl,2,12,25.5,306.0
0,2026-05-19,bicep,nuetral,Hammer Curl,3,11,29.2,321.2
0,2026-05-19,bicep,nuetral,Hammer Curl,4,8,25.4,203.2
0,2026-05-20,legs,quads,Bulgarian Split Squat,1,7,152.4,1066.8
0,2026-05-20,legs,quads,Bulgarian Split Squat,2,10,152.1,1521.0
0,2026-05-20,legs,quads,Bulgarian Split Squat,3,10,145.1,1451.0
0,2026-05-20,legs,quads,Bulgarian Split Squat,4,6,154.5,927.0
0,2026-05-20,legs,hamstrings,Seated Leg Curl,1,12,148.7,1784.4
0,2026-05-20,legs,hamstrings,Seated Leg Curl,2,10,146.5,1465.0
0,2026-05-20,legs,hamstrings,Seated Leg Curl,3,7,145.4,1017.8
0,2026-05-20,legs,glutes,Cable Kickback,1,8,147.1,1176.8
0,2026-05-20,legs,glutes,Cable Kickback,2,7,151.7,1061.9
0,2026-05-20,legs,glutes,Cable Kickback,3,8,152.8,1222.4
0,2026-05-21,chest,upper_chest,Incline Dumbbell Bench Press,1,12,111.6,1339.2
0,2026-05-21,chest,upper_chest,Incline Dumbbell Bench Press,2,12,118.1,1417.2
0,2026-05-21,chest,upper_chest,Incline Dumbbell Bench Press,3,9,110.2,991.8
0,2026-05-21,shoulders,front_delt,Arnold Press,1,12,36.7,440.4
0,2026-05-21,shoulders,front_delt,Arnold Press,2,11,38.1,419.1
0,2026-05-21,shoulders,front_delt,Arnold Press,3,8,31.6,252.8
0,2026-05-21,shoulders,front_delt,Arnold Press,4,11,31.1,342.1
0,2026-05-21,tricep,lateral_medial,Tricep Pushdown,1,7,37.0,259.0
0,2026-05-21,tricep,lateral_medial,Tricep Pushdown,2,9,38.5,346.5
0,2026-05-21,tricep,lateral_medial,Tricep Pushdown,3,12,43.0,516.0
0,2026-05-21,tricep,lateral_medial,Tricep Pushdown,4,7,37.2,260.4
0,2026-05-22,back,upper_back,Seated Cable Row,1,12,117.8,1413.6
0,2026-05-22,back,upper_back,Seated Cable Row,2,11,120.1,1321.1
0,2026-05-22,back,upper_back,Seated Cable Row,3,11,124.8,1372.8
0,2026-05-22,back,lats,Straight-Arm Pulldown,1,6,116.2,697.2
0,2026-05-22,back,lats,Straight-Arm Pulldown,2,8,116.8,934.4
0,2026-05-22,back,lats,Straight-Arm Pulldown,3,8,115.4,923.2
0,2026-05-22,back,lats,Straight-Arm Pulldown,4,10,119.3,1193.0
0,2026-05-22,bicep,supinated,Preacher Curl,1,10,34.8,348.0
0,2026-05-22,bicep,supinated,Preacher Curl,2,6,28.9,173.4
0,2026-05-22,bicep,supinated,Preacher Curl,3,10,26.9,269.0
0,2026-05-22,bicep,supinated,Preacher Curl,4,6,32.1,192.6
0,2026-05-22,bicep,nuetral,Hammer Curl,1,8,29.3,234.4
0,2026-05-22,bicep,nuetral,Hammer Curl,2,11,34.2,376.2
0,2026-05-22,bicep,nuetral,Hammer Curl,3,10,28.1,281.0
0,2026-05-23,legs,hamstrings,Lying Leg Curl,1,11,149.1,1640.1
0,2026-05-23,legs,hamstrings,Lying Leg Curl,2,9,152.0,1368.0
0,2026-05-23,legs,hamstrings,Lying Leg Curl,3,10,146.3,1463.0
0,2026-05-23,legs,hamstrings,Lying Leg Curl,4,9,151.6,1364.4
0,2026-05-23,legs,glutes,Smith Machine Hip Thrust,1,10,150.7,1507.0
0,2026-05-23,legs,glutes,Smith Machine Hip Thrust,2,9,150.5,1354.5
0,2026-05-23,legs,glutes,Smith Machine Hip Thrust,3,6,148.0,888.0
0,2026-05-23,legs,calves,Seated Calf Raise,1,12,150.8,1809.6
0,2026-05-23,legs,calves,Seated Calf Raise,2,11,148.2,1630.2
0,2026-05-23,legs,calves,Seated Calf Raise,3,9,149.4,1344.6
0,2026-05-23,legs,calves,Seated Calf Raise,4,7,150.1,1050.7
0,2026-05-25,chest,mid_chest,Chest Press Machine,1,6,118.2,709.2
0,2026-05-25,chest,mid_chest,Chest Press Machine,2,12,112.3,1347.6
0,2026-05-25,chest,mid_chest,Chest Press Machine,3,8,112.2,897.6
0,2026-05-25,chest,mid_chest,Chest Press Machine,4,7,111.5,780.5
0,2026-05-25,shoulders,side_delt,Dumbbell Lateral Raise,1,9,36.1,324.9
0,2026-05-25,shoulders,side_delt,Dumbbell Lateral Raise,2,12,30.7,368.4
0,2026-05-25,shoulders,side_delt,Dumbbell Lateral Raise,3,9,38.9,350.1
0,2026-05-25,tricep,long_head,Overhead Cable Extension,1,9,39.0,351.0
0,2026-05-25,tricep,long_head,Overhead Cable Extension,2,7,41.6,291.2
0,2026-05-25,tricep,long_head,Overhead Cable Extension,3,6,43.9,263.4
0,2026-05-25,tricep,long_head,Overhead Cable Extension,4,12,42.7,512.4
0,2026-05-26,back,traps,Dumbbell Shrug,1,12,124.6,1495.2
0,2026-05-26,back,traps,Dumbbell Shrug,2,10,119.6,1196.0
0,2026-05-26,back,traps,Dumbbell Shrug,3,10,117.5,1175.0
0,2026-05-26,back,lats,Lat Pulldown,1,7,123.0,861.0
0,2026-05-26,back,lats,Lat Pulldown,2,11,120.3,1323.3
0,2026-05-26,back,lats,Lat Pulldown,3,10,121.0,1210.0
0,2026-05-26,back,lats,Lat Pulldown,4,12,123.9,1486.8
0,2026-05-26,bicep,supinated,Incline Dumbbel Curl,1,12,34.1,409.2
0,2026-05-26,bicep,supinated,Incline Dumbbel Curl,2,9,34.0,306.0
0,2026-05-26,bicep,supinated,Incline Dumbbel Curl,3,11,33.6,369.6
0,2026-05-26,bicep,supinated,Incline Dumbbel Curl,4,9,27.6,248.4
0,2026-05-26,bicep,nuetral,Hammer Curl,1,12,32.8,393.6
0,2026-05-26,bicep,nuetral,Hammer Curl,2,9,31.3,281.7
0,2026-05-26,bicep,nuetral,Hammer Curl,3,8,29.4,235.2
0,2026-05-26,bicep,nuetral,Hammer Curl,4,11,27.9,306.9
0,2026-05-27,legs,quads,Leg Extension,1,7,146.5,1025.5
0,2026-05-27,legs,quads,Leg Extension,2,9,151.9,1367.1
0,2026-05-27,legs,quads,Leg Extension,3,11,147.1,1618.1
0,2026-05-27,legs,hamstrings,Nordic Hamstring Curl,1,8,150.4,1203.2
0,2026-05-27,legs,hamstrings,Nordic Hamstring Curl,2,9,145.6,1310.4
0,2026-05-27,legs,hamstrings,Nordic Hamstring Curl,3,12,149.2,1790.4
0,2026-05-27,legs,hamstrings,Nordic Hamstring Curl,4,12,150.8,1809.6
0,2026-05-27,legs,glutes,Hip Thrust,1,9,145.1,1305.9
0,2026-05-27,legs,glutes,Hip Thrust,2,8,148.0,1184.0
0,2026-05-27,legs,glutes,Hip Thrust,3,9,153.5,1381.5
0,2026-05-27,legs,glutes,Hip Thrust,4,12,149.2,1790.4
0,2026-05-28,chest,lower_chest,Decline Dumbbell Press,1,7,112.7,788.9
0,2026-05-28,chest,lower_chest,Decline Dumbbell Press,2,9,110.3,992.7
0,2026-05-28,chest,lower_chest,Decline Dumbbell Press,3,8,116.7,933.6
0,2026-05-28,chest,lower_chest,Decline Dumbbell Press,4,12,114.0,1368.0
0,2026-05-28,shoulders,rear_delt,Rear Delt Fly,1,7,39.8,278.6
0,2026-05-28,shoulders,rear_delt,Rear Delt Fly,2,10,30.3,303.0
0,2026-05-28,shoulders,rear_delt,Rear Delt Fly,3,9,35.9,323.1
0,2026-05-28,shoulders,rear_delt,Rear Delt Fly,4,11,30.3,333.3
0,2026-05-28,tricep,lateral_medial,Machine Dip,1,12,39.6,475.2
0,2026-05-28,tricep,lateral_medial,Machine Dip,2,6,37.6,225.6
0,2026-05-28,tricep,lateral_medial,Machine Dip,3,8,37.1,296.8
0,2026-05-29,back,lower_back,Rack Pull,1,12,124.5,1494.0
0,2026-05-29,back,lower_back,Rack Pull,2,9,117.5,1057.5
0,2026-05-29,back,lower_back,Rack Pull,3,6,119.7,718.2
0,2026-05-29,back,lower_back,Rack Pull,4,11,120.4,1324.4
0,2026-05-29,back,lats,Close-Grip Lat Pulldown,1,11,115.7,1272.7
0,2026-05-29,back,lats,Close-Grip Lat Pulldown,2,11,115.4,1269.4
0,2026-05-29,back,lats,Close-Grip Lat Pulldown,3,6,124.5,747.0
0,2026-05-29,bicep,supinated,EZ Bar Curl,1,10,26.5,265.0
0,2026-05-29,bicep,supinated,EZ Bar Curl,2,7,29.7,207.9
0,2026-05-29,bicep,supinated,EZ Bar Curl,3,6,30.6,183.6
0,2026-05-29,bicep,nuetral,Hammer Curl,1,11,27.6,303.6
0,2026-05-29,bicep,nuetral,Hammer Curl,2,8,26.7,213.6
0,2026-05-29,bicep,nuetral,Hammer Curl,3,10,34.6,346.0
0,2026-05-29,bicep,nuetral,Hammer Curl,4,11,26.1,287.1
0,2026-05-30,legs,hamstrings,Romanian Deadlift,1,8,150.8,1206.4
0,2026-05-30,legs,hamstrings,Romanian Deadlift,2,9,149.0,1341.0
0,2026-05-30,legs,hamstrings,Romanian Deadlift,3,11,147.0,1617.0
0,2026-05-30,legs,glutes,Glute Bridge,1,11,152.7,1679.7
0,2026-05-30,legs,glutes,Glute Bridge,2,12,151.8,1821.6
0,2026-05-30,legs,glutes,Glute Bridge,3,12,146.2,1754.4
0,2026-05-30,legs,calves,Standing Calf Raise,1,10,149.3,1493.0
0,2026-05-30,legs,calves,Standing Calf Raise,2,8,145.7,1165.6
0,2026-05-30,legs,calves,Standing Calf Raise,3,11,148.4,1632.4
0,2026-05-30,legs,calves,Standing Calf Raise,4,12,149.2,1790.4
0,2026-06-02,back,upper_back,T-Bar Row,1,9,116.8,1051.2
0,2026-06-02,back,upper_back,T-Bar Row,2,10,124.7,1247.0
0,2026-06-02,back,upper_back,T-Bar Row,3,8,121.2,969.6
0,2026-06-02,back,lats,Straight-Arm Pulldown,1,9,119.4,1074.6
0,2026-06-02,back,lats,Straight-Arm Pulldown,2,11,120.9,1329.9
0,2026-06-02,back,lats,Straight-Arm Pulldown,3,8,123.5,988.0
0,2026-06-02,back,lats,Straight-Arm Pulldown,4,12,124.3,1491.6
0,2026-06-02,bicep,supinated,Preacher Curl,1,7,32.5,227.5
0,2026-06-02,bicep,supinated,Preacher Curl,2,10,31.1,311.0
0,2026-06-02,bicep,supinated,Preacher Curl,3,9,28.4,255.6
0,2026-06-02,bicep,supinated,Preacher Curl,4,9,33.5,301.5
0,2026-06-02,bicep,nuetral,Hammer Curl,1,7,28.5,199.5
0,2026-06-02,bicep,nuetral,Hammer Curl,2,8,28.4,227.2
0,2026-06-02,bicep,nuetral,Hammer Curl,3,10,32.0,320.0
0,2026-06-02,bicep,nuetral,Hammer Curl,4,8,30.6,244.8
0,2026-06-03,legs,quads,Back Squat,1,11,149.1,1640.1
0,2026-06-03,legs,quads,Back Squat,2,10,152.6,1526.0
0,2026-06-03,legs,quads,Back Squat,3,11,149.8,1647.8
0,2026-06-03,legs,hamstrings,Nordic Hamstring Curl,1,12,145.2,1742.4
0,2026-06-03,legs,hamstrings,Nordic Hamstring Curl,2,8,147.2,1177.6
0,2026-06-03,legs,hamstrings,Nordic Hamstring Curl,3,11,147.4,1621.4
0,2026-06-03,legs,hamstrings,Nordic Hamstring Curl,4,11,150.8,1658.8
0,2026-06-03,legs,glutes,Smith Machine Hip Thrust,1,9,155.0,1395.0
0,2026-06-03,legs,glutes,Smith Machine Hip Thrust,2,10,148.3,1483.0
0,2026-06-03,legs,glutes,Smith Machine Hip Thrust,3,11,149.5,1644.5
0,2026-06-03,legs,glutes,Smith Machine Hip Thrust,4,8,147.5,1180.0
0,2026-06-04,chest,upper_chest,Incline Smith Machine Bench Press,1,11,115.4,1269.4
0,2026-06-04,chest,upper_chest,Incline Smith Machine Bench Press,2,12,116.9,1402.8
0,2026-06-04,chest,upper_chest,Incline Smith Machine Bench Press,3,7,112.2,785.4
0,2026-06-04,shoulders,front_delt,Front Raise,1,11,35.9,394.9
0,2026-06-04,shoulders,front_delt,Front Raise,2,12,35.2,422.4
0,2026-06-04,shoulders,front_delt,Front Raise,3,8,39.8,318.4
0,2026-06-04,shoulders,front_delt,Front Raise,4,12,31.9,382.8
0,2026-06-04,tricep,lateral_medial,Reverse Grip Pushdown,1,7,38.0,266.0
0,2026-06-04,tricep,lateral_medial,Reverse Grip Pushdown,2,11,40.3,443.3
0,2026-06-04,tricep,lateral_medial,Reverse Grip Pushdown,3,8,35.5,284.0
0,2026-06-04,tricep,lateral_medial,Reverse Grip Pushdown,4,6,40.5,243.0
0,2026-06-05,back,traps,Cable Shrug,1,12,115.1,1381.2
0,2026-06-05,back,traps,Cable Shrug,2,8,119.7,957.6
0,2026-06-05,back,traps,Cable Shrug,3,9,118.4,1065.6
0,2026-06-05,back,lats,Lat Pulldown,1,12,119.8,1437.6
0,2026-06-05,back,lats,Lat Pulldown,2,12,115.7,1388.4
0,2026-06-05,back,lats,Lat Pulldown,3,9,115.7,1041.3
0,2026-06-05,back,lats,Lat Pulldown,4,11,121.9,1340.9
0,2026-06-05,bicep,supinated,EZ Bar Curl,1,12,30.6,367.2
0,2026-06-05,bicep,supinated,EZ Bar Curl,2,8,25.9,207.2
0,2026-06-05,bicep,supinated,EZ Bar Curl,3,7,26.2,183.4
0,2026-06-05,bicep,nuetral,Cross-Body Hammer Curl,1,12,30.2,362.4
0,2026-06-05,bicep,nuetral,Cross-Body Hammer Curl,2,9,34.1,306.9
0,2026-06-05,bicep,nuetral,Cross-Body Hammer Curl,3,8,33.6,268.8
0,2026-06-06,legs,hamstrings,Romanian Deadlift,1,12,147.1,1765.2
0,2026-06-06,legs,hamstrings,Romanian Deadlift,2,7,147.6,1033.2
0,2026-06-06,legs,hamstrings,Romanian Deadlift,3,6,146.6,879.6
0,2026-06-06,legs,glutes,Glute Bridge,1,7,145.0,1015.0
0,2026-06-06,legs,glutes,Glute Bridge,2,9,151.9,1367.1
0,2026-06-06,legs,glutes,Glute Bridge,3,9,147.9,1331.1
0,2026-06-06,legs,calves,Seated Calf Raise,1,11,147.8,1625.8
0,2026-06-06,legs,calves,Seated Calf Raise,2,12,149.5,1794.0
0,2026-06-06,legs,calves,Seated Calf Raise,3,11,147.3,1620.3
0,2026-06-06,legs,calves,Seated Calf Raise,4,8,152.9,1223.2
0,2026-06-08,chest,mid_chest,Cable Chest Fly,1,11,111.5,1226.5
0,2026-06-08,chest,mid_chest,Cable Chest Fly,2,8,118.3,946.4
0,2026-06-08,chest,mid_chest,Cable Chest Fly,3,6,110.6,663.6
0,2026-06-08,shoulders,side_delt,Cable Lateral Raise,1,9,31.2,280.8
0,2026-06-08,shoulders,side_delt,Cable Lateral Raise,2,11,33.0,363.0
0,2026-06-08,shoulders,side_delt,Cable Lateral Raise,3,9,39.4,354.6
0,2026-06-08,shoulders,side_delt,Cable Lateral Raise,4,10,35.4,354.0
0,2026-06-08,tricep,long_head,EZ Bar Skull Crusher,1,10,35.4,354.0
0,2026-06-08,tricep,long_head,EZ Bar Skull Crusher,2,9,42.3,380.7
0,2026-06-08,tricep,long_head,EZ Bar Skull Crusher,3,10,37.5,375.0
0,2026-06-09,back,lower_back,Romanian Deadlift,1,10,115.4,1154.0
0,2026-06-09,back,lower_back,Romanian Deadlift,2,12,116.8,1401.6
0,2026-06-09,back,lower_back,Romanian Deadlift,3,10,121.5,1215.0
0,2026-06-09,back,lower_back,Romanian Deadlift,4,8,116.8,934.4
0,2026-06-09,back,lats,Straight-Arm Pulldown,1,11,123.1,1354.1
0,2026-06-09,back,lats,Straight-Arm Pulldown,2,6,119.7,718.2
0,2026-06-09,back,lats,Straight-Arm Pulldown,3,9,118.3,1064.7
0,2026-06-09,back,lats,Straight-Arm Pulldown,4,11,116.0,1276.0
0,2026-06-09,bicep,supinated,EZ Bar Curl,1,9,31.9,287.1
0,2026-06-09,bicep,supinated,EZ Bar Curl,2,8,31.6,252.8
0,2026-06-09,bicep,supinated,EZ Bar Curl,3,9,33.1,297.9
0,2026-06-09,bicep,supinated,EZ Bar Curl,4,10,25.4,254.0
0,2026-06-09,bicep,nuetral,Hammer Curl,1,8,28.2,225.6
0,2026-06-09,bicep,nuetral,Hammer Curl,2,12,29.0,348.0
0,2026-06-09,bicep,nuetral,Hammer Curl,3,10,33.2,332.0
0,2026-06-09,bicep,nuetral,Hammer Curl,4,6,31.6,189.6
0,2026-06-10,legs,quads,Back Squat,1,10,148.6,1486.0
0,2026-06-10,legs,quads,Back Squat,2,12,150.0,1800.0
0,2026-06-10,legs,quads,Back Squat,3,9,152.6,1373.4
0,2026-06-10,legs,hamstrings,Seated Leg Curl,1,10,146.3,1463.0
0,2026-06-10,legs,hamstrings,Seated Leg Curl,2,8,149.4,1195.2
0,2026-06-10,legs,hamstrings,Seated Leg Curl,3,11,149.8,1647.8
0,2026-06-10,legs,hamstrings,Seated Leg Curl,4,6,154.7,928.2
0,2026-06-10,legs,glutes,Glute Bridge,1,8,150.5,1204.0
0,2026-06-10,legs,glutes,Glute Bridge,2,10,149.1,1491.0
0,2026-06-10,legs,glutes,Glute Bridge,3,7,154.9,1084.3
0,2026-06-11,chest,lower_chest,Decline Bench Press,1,9,119.3,1073.7
0,2026-06-11,chest,lower_chest,Decline Bench Press,2,8,115.1,920.8
0,2026-06-11,chest,lower_chest,Decline Bench Press,3,8,114.2,913.6
0,2026-06-11,shoulders,rear_delt,Face Pull,1,7,34.6,242.2
0,2026-06-11,shoulders,rear_delt,Face Pull,2,7,33.8,236.6
0,2026-06-11,shoulders,rear_delt,Face Pull,3,10,35.1,351.0
0,2026-06-11,shoulders,rear_delt,Face Pull,4,7,38.6,270.2
0,2026-06-11,tricep,lateral_medial,Close-Grip Bench Press,1,8,44.3,354.4
0,2026-06-11,tricep,lateral_medial,Close-Grip Bench Press,2,10,37.7,377.0
0,2026-06-11,tricep,lateral_medial,Close-Grip Bench Press,3,6,37.8,226.8
0,2026-06-11,tricep,lateral_medial,Close-Grip Bench Press,4,8,43.4,347.2
0,2026-06-12,back,upper_back,T-Bar Row,1,8,118.3,946.4
0,2026-06-12,back,upper_back,T-Bar Row,2,12,120.4,1444.8
0,2026-06-12,back,upper_back,T-Bar Row,3,9,124.3,1118.7
0,2026-06-12,back,upper_back,T-Bar Row,4,12,116.9,1402.8
0,2026-06-12,back,lats,Wide-Grip Lat Pulldown,1,7,123.6,865.2
0,2026-06-12,back,lats,Wide-Grip Lat Pulldown,2,9,115.4,1038.6
0,2026-06-12,back,lats,Wide-Grip Lat Pulldown,3,11,119.7,1316.7
0,2026-06-12,back,lats,Wide-Grip Lat Pulldown,4,12,118.8,1425.6
0,2026-06-12,bicep,supinated,EZ Bar Curl,1,6,26.3,157.8
0,2026-06-12,bicep,supinated,EZ Bar Curl,2,10,28.3,283.0
0,2026-06-12,bicep,supinated,EZ Bar Curl,3,6,33.7,202.2
0,2026-06-12,bicep,supinated,EZ Bar Curl,4,9,26.0,234.0
0,2026-06-12,bicep,nuetral,Cross-Body Hammer Curl,1,11,26.4,290.4
0,2026-06-12,bicep,nuetral,Cross-Body Hammer Curl,2,12,31.5,378.0
0,2026-06-12,bicep,nuetral,Cross-Body Hammer Curl,3,7,25.7,179.9
0,2026-06-13,legs,hamstrings,Nordic Hamstring Curl,1,12,148.3,1779.6
0,2026-06-13,legs,hamstrings,Nordic Hamstring Curl,2,11,153.6,1689.6
0,2026-06-13,legs,hamstrings,Nordic Hamstring Curl,3,9,154.5,1390.5
0,2026-06-13,legs,glutes,Smith Machine Hip Thrust,1,10,145.7,1457.0
0,2026-06-13,legs,glutes,Smith Machine Hip Thrust,2,11,151.8,1669.8
0,2026-06-13,legs,glutes,Smith Machine Hip Thrust,3,8,155.0,1240.0
0,2026-06-13,legs,calves,Standing Calf Raise,1,6,152.6,915.6
0,2026-06-13,legs,calves,Standing Calf Raise,2,11,153.7,1690.7
0,2026-06-13,legs,calves,Standing Calf Raise,3,9,146.7,1320.3
0,2026-06-13,legs,calves,Standing Calf Raise,4,8,154.0,1232.0
0,2026-06-15,chest,upper_chest,Incline Barbell Bench Press,1,8,113.7,909.6
0,2026-06-15,chest,upper_chest,Incline Barbell Bench Press,2,7,112.4,786.8
0,2026-06-15,chest,upper_chest,Incline Barbell Bench Press,3,9,115.7,1041.3
0,2026-06-15,chest,upper_chest,Incline Barbell Bench Press,4,12,111.8,1341.6
0,2026-06-15,shoulders,front_delt,Dumbbell Shoulder Press,1,10,38.7,387.0
0,2026-06-15,shoulders,front_delt,Dumbbell Shoulder Press,2,10,36.8,368.0
0,2026-06-15,shoulders,front_delt,Dumbbell Shoulder Press,3,9,39.1,351.9
